Season,Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,Plays,NameASCII,PlayerId,MLBAMID
2002,"Adam Eaton","SDP","P",6,6,33.1,1,4,0,0,0,0,0,0,0,,2,,,,,"Adam Eaton",1029,284566
2002,"Alan Embree","BOS","P",32,0,33.1,1,5,0,0,0,0,0,0,0,,7,,,,,"Alan Embree",1030,113833
2002,"Alan Embree","SDP","P",36,0,28.2,3,2,1,0,1,0,0,0,0,,4,,,,,"Alan Embree",1030,113833
2002,"Jeremy Fikac","SDP","P",65,0,69,4,6,0,0,0,0,0,0,0,,4,,,,,"Jeremy Fikac",1031,407235
2002,"Wiki Gonzalez","SDP","C",54,52,442.2,367,27,6,1,5,1,1,2,2,,22,15,6,20,,"Wiki Gonzalez",1033,150435
2002,"Trevor Hoffman","SDP","P",61,0,59.1,5,2,1,1,0,0,0,0,0,,4,,,,,"Trevor Hoffman",1035,116034
2002,"Kevin Jarvis","SDP","P",7,7,35,1,2,1,0,1,0,0,0,0,,2,,,,,"Kevin Jarvis",1037,116496
2002,"D'Angelo Jimenez","SDP","P",1,0,1.1,0,0,0,0,0,0,0,0,0,,0,,,,,"D'Angelo Jimenez",1038,150090
2002,"Bobby Jones","SDP","P",19,18,108,7,14,0,0,0,1,1,0,0,,6,,,,,"Bobby Jones",1039,116717
2002,"Tom Lampkin","SDP","C",94,79,710.1,554,41,5,0,5,1,5,1,2,,39,18,7,18,,"Tom Lampkin",1043,117442
2002,"Brian Lawrence","SDP","P",35,31,210,22,31,0,0,0,1,1,0,0,,11,,,,,"Brian Lawrence",1045,400147
2002,"David Lundquist","SDP","P",3,0,2.2,0,0,0,0,0,0,0,0,0,,0,,,,,"David Lundquist",1046,150326
2002,"Jason Middlebrook","NYM","P",3,3,16,0,2,0,0,0,0,0,0,0,,1,,,,,"Jason Middlebrook",1048,276525
2002,"Jason Middlebrook","SDP","P",12,2,35.1,0,2,0,0,0,0,0,0,0,,2,,,,,"Jason Middlebrook",1048,276525
2002,"Jake Peavy","SDP","P",17,17,97.2,9,20,0,0,0,0,0,0,0,,3,,,,,"Jake Peavy",1051,408241
2002,"Steve Reed","NYM","P",24,0,26,0,3,0,0,0,0,0,0,0,,2,,,,,"Steve Reed",1053,121002
2002,"Steve Reed","SDP","P",40,0,41.1,4,10,0,0,0,0,0,0,1,,0,,,,,"Steve Reed",1053,121002
2002,"Dennis Tankersley","SDP","P",17,9,51.1,3,5,0,0,0,0,0,0,0,,5,,,,,"Dennis Tankersley",1054,407807
2002,"Brian Tollberg","SDP","P",12,11,61.2,4,5,0,0,0,1,1,0,0,,6,,,,,"Brian Tollberg",1055,328092
2002,"Brett Tomko","SDP","P",32,32,204.1,19,26,1,0,1,1,1,0,0,,10,,,,,"Brett Tomko",1056,123387
2002,"Brandon Villafuerte","SDP","P",31,0,32,2,4,0,0,0,0,0,0,0,,0,,,,,"Brandon Villafuerte",1059,276344
2002,"Kevin Walker","SDP","P",11,0,8,0,5,0,0,0,0,0,0,0,,0,,,,,"Kevin Walker",1060,276526
2002,"Paul Abbott","SEA","P",7,5,26.1,2,6,0,0,0,0,0,0,0,,4,,,,,"Paul Abbott",1061,110015
2002,"James Baldwin","SEA","P",30,23,150,9,25,0,0,0,2,2,0,0,,2,,,,,"James Baldwin",1064,110503
2002,"Pat Borders","SEA","C",2,0,4,2,0,0,0,0,0,0,0,0,,0,0,0,0,,"Pat Borders",1068,111232
2002,"Ben Davis","SEA","C",77,55,538.2,416,23,1,0,1,1,4,1,0,,23,18,5,20,,"Ben Davis",1074,150433
2002,"Ryan Franklin","SEA","P",41,12,118.2,8,13,1,0,1,0,0,0,0,,6,,,,,"Ryan Franklin",1076,211041
2002,"Freddy Garcia","SEA","P",34,34,223.2,12,30,3,2,1,2,1,0,1,,9,,,,,"Freddy Garcia",1077,150119
2002,"John Halama","SEA","P",31,10,101,8,20,2,0,2,1,1,0,0,,3,,,,,"John Halama",1080,134280
2002,"Shigetoshi Hasegawa","SEA","P",53,0,70.1,5,10,0,0,0,3,1,0,2,,0,,,,,"Shigetoshi Hasegawa",1082,115586
2002,"Justin Kaye","SEA","P",3,0,3,1,0,0,0,0,0,0,0,0,,0,,,,,"Justin Kaye",1083,400086
2002,"Julio Mateo","SEA","P",12,0,21,0,1,0,0,0,0,0,0,0,,2,,,,,"Julio Mateo",1087,421024
2002,"Jamie Moyer","SEA","P",34,34,230.2,22,33,1,0,1,5,3,0,2,,12,,,,,"Jamie Moyer",1091,119469
2002,"Jeff Nelson","SEA","P",41,0,45.2,2,4,0,0,0,0,0,0,0,,5,,,,,"Jeff Nelson",1092,119704
2002,"Joel Pineiro","SEA","P",37,28,194.1,14,34,2,1,1,4,4,0,0,,13,,,,,"Joel Pineiro",1094,334492
2002,"Arthur Rhodes","SEA","P",66,0,69.2,6,5,0,0,0,1,0,0,1,,1,,,,,"Arthur Rhodes",1097,121125
2002,"Kazuhiro Sasaki","SEA","P",61,0,60.2,1,13,2,0,2,0,0,0,0,,2,,,,,"Kazuhiro Sasaki",1098,277408
2002,"Rafael Soriano","SEA","P",10,8,47.1,2,4,1,1,0,0,0,0,0,,2,,,,,"Rafael Soriano",1100,400089
2002,"Dan Wilson","SEA","C",113,107,902.2,692,27,2,1,1,2,3,1,0,,43,17,2,22,,"Dan Wilson",1102,124383
2002,"Manny Aybar","SFG","P",15,0,14.1,2,1,0,0,0,0,0,0,0,,0,,,,,"Manny Aybar",1107,110403
2002,"Troy Brohawn","SFG","P",11,0,5.2,1,0,0,0,0,0,0,0,0,,0,,,,,"Troy Brohawn",1110,150151
2002,"Jason Christiansen","SFG","P",6,0,5,0,0,0,0,0,0,0,0,0,,0,,,,,"Jason Christiansen",1111,112270
2002,"Aaron Fultz","SFG","P",43,0,41.1,2,6,0,0,0,0,0,0,0,,0,,,,,"Aaron Fultz",1113,150269
2002,"Livan Hernandez","SFG","P",33,33,216,18,53,3,3,0,3,7,0,1,,22,,,,,"Livan Hernandez",1116,115817
2002,"Ryan Jensen","SFG","P",32,30,171.2,11,20,0,0,0,3,4,0,0,,19,,,,,"Ryan Jensen",1117,276528
2002,"Joe Nathan","SFG","P",4,0,3.2,0,2,0,0,0,0,0,0,0,,0,,,,,"Joe Nathan",1122,150274
2002,"Robb Nen","SFG","P",68,0,73.2,7,5,0,0,0,0,0,0,0,,6,,,,,"Robb Nen",1123,119718
2002,"Russ Ortiz","SFG","P",33,33,214.1,15,46,1,0,1,2,2,0,0,,7,,,,,"Russ Ortiz",1124,133460
2002,"Felix Rodriguez","SFG","P",71,0,69,1,5,0,0,0,0,0,0,0,,5,,,,,"Felix Rodriguez",1127,121353
2002,"Kirk Rueter","SFG","P",33,33,203.2,15,37,0,0,0,4,5,0,0,,2,,,,,"Kirk Rueter",1128,121541
2002,"Benito Santiago","SFG","C",125,122,1066,739,53,4,0,4,1,9,0,1,,58,25,7,31,,"Benito Santiago",1130,121693
2002,"Jason Schmidt","SFG","P",29,29,185.1,5,15,0,0,0,0,0,0,0,,12,,,,,"Jason Schmidt",1131,121834
2002,"Yorvit Torrealba","SFG","C",53,40,364.1,269,18,2,0,2,0,3,0,1,,28,11,0,5,,"Yorvit Torrealba",1135,150275
2002,"Jay Witasick","SFG","P",44,0,68.1,2,4,0,0,0,0,0,0,0,,2,,,,,"Jay Witasick",1138,124482
2002,"Tim Worrell","SFG","P",80,0,72,2,10,0,0,0,0,0,0,0,,6,,,,,"Tim Worrell",1139,124580
2002,"Chad Zerbe","SFG","P",50,0,56.1,4,7,0,0,0,0,0,0,0,,2,,,,,"Chad Zerbe",1140,345792
2002,"Andy Benes","STL","P",18,17,97,5,10,1,0,1,0,1,0,0,,5,,,,,"Andy Benes",1144,110854
2002,"Mike Crudale","STL","P",49,1,52.2,8,2,1,0,1,0,0,0,0,,4,,,,,"Mike Crudale",1148,407866
2002,"Mike DiFelice","STL","C",61,51,435.1,313,32,3,1,2,0,3,1,1,,23,9,2,22,,"Mike DiFelice",1151,113358
2002,"Luther Hackman","STL","P",43,6,81,1,10,1,0,1,1,1,0,0,,7,,,,,"Luther Hackman",1155,235097
2002,"Jason Isringhausen","STL","P",60,0,65.1,3,6,2,0,2,0,0,0,0,,9,,,,,"Jason Isringhausen",1158,116414
2002,"Kevin Joseph","STL","P",11,0,11,0,1,0,0,0,0,0,0,0,,0,,,,,"Kevin Joseph",1160,276529
2002,"Darryl Kile","STL","P",14,14,84.2,3,18,1,1,0,2,2,0,0,,7,,,,,"Darryl Kile",1163,117046
2002,"Steve Kline","STL","P",66,0,58.1,4,6,0,0,0,0,0,0,0,,1,,,,,"Steve Kline",1164,117157
2002,"Eli Marrero","STL","C",44,15,181,147,9,4,0,4,2,0,2,0,,20,2,2,5,,"Eli Marrero",1166,118305
2002,"Mike Matheny","STL","C",106,96,830,569,58,4,0,4,1,4,0,2,,43,23,5,13,,"Mike Matheny",1169,118414
2002,"Mike Matthews","MIL","P",4,0,4,0,1,0,0,0,0,0,0,0,,1,,,,,"Mike Matthews",1170,150347
2002,"Mike Matthews","STL","P",43,0,41.2,0,8,1,0,1,1,1,0,0,,2,,,,,"Mike Matthews",1170,150347
2002,"Matt Morris","STL","P",32,32,210.1,11,22,0,0,0,0,0,0,0,,18,,,,,"Matt Morris",1172,119403
2002,"Josh Pearce","STL","P",3,3,13,2,1,0,0,0,1,1,0,0,,3,,,,,"Josh Pearce",1175,407870
2002,"Jose Rodriguez","MIN","P",4,0,3.2,0,0,0,0,0,0,0,0,0,,0,,,,,"Jose Rodriguez",1180,316792
2002,"Jose Rodriguez","STL","P",2,0,0.1,0,0,0,0,0,0,0,0,0,,0,,,,,"Jose Rodriguez",1180,316792
2002,"Jason Simontacchi","STL","P",24,24,143.1,12,25,0,0,0,2,4,0,0,,1,,,,,"Jason Simontacchi",1181,421004
2002,"Bud Smith","STL","P",11,10,48,0,2,0,0,0,0,0,0,0,,4,,,,,"Bud Smith",1182,406873
2002,"Gene Stechschulte","STL","P",29,0,32,2,4,0,0,0,0,0,0,0,,1,,,,,"Gene Stechschulte",1184,276536
2002,"Garrett Stephenson","STL","P",12,10,45,1,9,0,0,0,0,0,0,0,,1,,,,,"Garrett Stephenson",1185,122751
2002,"Mike Timlin","PHI","P",30,0,35.2,2,4,0,0,0,0,0,0,0,,0,,,,,"Mike Timlin",1187,123348
2002,"Mike Timlin","STL","P",42,1,61,7,11,1,0,1,2,1,0,1,,1,,,,,"Mike Timlin",1187,123348
2002,"Dave Veres","STL","P",71,0,82.2,3,10,1,0,1,3,3,0,0,,2,,,,,"Dave Veres",1188,123707
2002,"Woody Williams","STL","P",17,17,103.1,7,19,0,0,0,2,1,0,1,,7,,,,,"Woody Williams",1190,124315
2002,"Wilson Alvarez","TBD","P",23,10,75,2,6,0,0,0,0,0,0,0,,2,,,,,"Wilson Alvarez",1193,110209
2002,"Dewon Brazelton","TBD","P",2,2,13,1,1,0,0,0,0,0,0,0,,0,,,,,"Dewon Brazelton",1195,407376
2002,"Jesus Colome","TBD","P",32,0,41.1,4,8,0,0,0,0,0,0,0,,9,,,,,"Jesus Colome",1198,400125
2002,"Doug Creek","SEA","P",23,0,18.1,2,1,0,0,0,0,0,0,0,,1,,,,,"Doug Creek",1202,150034
2002,"Doug Creek","TBD","P",29,0,37.1,1,4,0,0,0,0,0,0,0,,0,,,,,"Doug Creek",1202,150034
2002,"Luis De Los Santos","TBD","P",3,3,14,2,2,1,0,1,0,0,0,0,,3,,,,,"Luis De Los Santos",1203,150087
2002,"Sal Fasano","ANA","C",2,0,7,10,2,0,0,0,0,0,0,0,,1,2,0,0,,"Sal Fasano",1205,114031
2002,"John Flaherty","TBD","C",75,74,669,454,30,4,0,4,2,6,2,1,,48,26,7,23,,"John Flaherty",1206,114208
2002,"Toby Hall","TBD","C",83,83,737.1,509,32,6,1,4,0,3,0,2,,40,24,4,38,,"Toby Hall",1210,150134
2002,"Travis Harper","TBD","P",37,7,85.2,1,5,1,1,0,0,0,0,0,,4,,,,,"Travis Harper",1211,150135
2002,"Paul Hoover","TBD","C",4,4,34,16,2,0,0,0,0,1,0,0,,4,3,2,1,,"Paul Hoover",1212,150137
2002,"Delvin James","TBD","P",8,6,34.1,1,2,0,0,0,0,0,0,0,,0,,,,,"Delvin James",1215,400126
2002,"Joe Kennedy","TBD","P",30,30,196.2,10,21,10,1,9,2,1,0,1,,12,,,,,"Joe Kennedy",1217,406773
2002,"Steve Kent","TBD","P",34,0,57.1,2,7,2,1,1,2,2,0,0,,1,,,,,"Steve Kent",1218,407902
2002,"Tom Martin","TBD","P",2,0,1.2,0,0,0,0,0,0,0,0,0,,0,,,,,"Tom Martin",1219,118353
2002,"Travis Phelps","TBD","P",26,0,37.2,0,6,0,0,0,0,0,0,0,,5,,,,,"Travis Phelps",1221,400127
2002,"Ryan Rupe","TBD","P",15,15,90,3,7,0,0,0,0,0,0,0,,8,,,,,"Ryan Rupe",1223,150142
2002,"Jorge Sosa","TBD","P",31,14,99.1,7,4,0,0,0,0,0,0,0,,12,,,,,"Jorge Sosa",1228,407901
2002,"Jason Standridge","TBD","P",1,0,3,1,0,0,0,0,0,0,0,0,,0,,,,,"Jason Standridge",1229,285075
2002,"Tanyon Sturtze","TBD","P",33,33,224,11,23,2,0,2,4,3,1,0,,17,,,,,"Tanyon Sturtze",1230,122915
2002,"Paul Wilson","TBD","P",30,30,193.2,15,21,2,0,2,4,2,0,2,,8,,,,,"Paul Wilson",1234,124417
2002,"Esteban Yan","TBD","P",55,0,69,3,8,0,0,0,1,0,0,1,,1,,,,,"Esteban Yan",1236,124643
2002,"Victor Zambrano","TBD","P",42,11,114,9,10,1,0,1,1,1,0,0,,8,,,,,"Victor Zambrano",1237,406913
2002,"Dave Burba","CLE","P",12,3,34,2,1,1,0,1,1,1,0,0,,5,,,,,"Dave Burba",1239,111692
2002,"Dave Burba","TEX","P",23,18,111.1,8,9,0,0,0,1,1,0,0,,8,,,,,"Dave Burba",1239,111692
2002,"Francisco Cordero","TEX","P",39,0,45.1,5,5,0,0,0,0,0,0,0,,0,,,,,"Francisco Cordero",1243,150188
2002,"Doug Davis","TEX","P",10,10,59.2,3,6,1,1,0,0,0,0,0,,4,,,,,"Doug Davis",1244,150277
2002,"Bill Haselman","TEX","C",67,49,453.2,312,17,3,1,2,0,0,1,0,,33,10,2,14,,"Bill Haselman",1254,115587
2002,"Hideki Irabu","TEX","P",38,2,47,2,9,0,0,0,1,1,0,0,,7,,,,,"Hideki Irabu",1255,116400
2002,"Dan Kolb","TEX","P",34,0,32,2,6,0,0,0,0,0,0,0,,1,,,,,"Dan Kolb",1257,150285
2002,"Mike Lamb","TEX","C",4,1,7,10,1,0,0,0,0,0,0,0,,3,0,1,3,,"Mike Lamb",1258,150286
2002,"Colby Lewis","TEX","P",15,4,34.1,5,7,0,0,0,1,1,0,1,,1,,,,,"Colby Lewis",1259,407890
2002,"Aaron Myette","TEX","P",15,12,48.1,3,2,1,0,1,0,0,0,0,,3,,,,,"Aaron Myette",1263,150329
2002,"Héctor Ortiz","TEX","C",7,4,38,22,0,1,1,0,0,0,0,0,,0,0,0,1,,"Hector Ortiz",1264,136582
2002,"Chan Ho Park","TEX","P",25,25,145.2,12,14,1,0,1,3,1,0,2,,6,,,,,"Chan Ho Park",1267,120221
2002,"Jay Powell","TEX","P",51,0,49.2,4,9,0,0,0,0,0,0,0,,0,,,,,"Jay Powell",1271,120717
2002,"John Rocker","TEX","P",30,0,24.1,1,2,1,0,1,1,1,0,0,,1,,,,,"John Rocker",1273,132340
2002,"Ivan Rodriguez","TEX","C",100,97,836.1,636,41,7,1,4,0,5,0,1,,26,15,6,56,,"Ivan Rodriguez",1275,121358
2002,"Rich Rodriguez","TEX","P",36,0,16.2,1,4,1,0,1,0,0,0,0,,0,,,,,"Rich Rodriguez",1276,121363
2002,"Kenny Rogers","TEX","P",33,33,210.2,21,40,3,0,3,4,6,1,0,,0,,,,,"Kenny Rogers",1277,121386
2002,"Rudy Seanez","TEX","P",33,0,33,5,2,0,0,0,0,0,0,0,,5,,,,,"Rudy Seanez",1279,121955
2002,"Anthony Telford","TEX","P",20,0,23.2,4,3,1,0,1,0,1,0,0,,0,,,,,"Anthony Telford",1282,123177
2002,"Ismael Valdez","SEA","P",8,8,49.1,2,13,0,0,0,1,1,0,0,,3,,,,,"Ismael Valdez",1283,123595
2002,"Ismael Valdez","TEX","P",23,23,146.2,10,19,1,0,1,1,1,0,0,,2,,,,,"Ismael Valdez",1283,123595
2002,"Todd Van Poppel","TEX","P",50,0,72.2,4,4,0,0,0,0,0,0,0,,11,,,,,"Todd Van Poppel",1284,123650
2002,"Steve Woodard","TEX","P",14,0,17.2,0,3,0,0,0,0,0,0,0,,2,,,,,"Steve Woodard",1285,124548
2002,"Pedro Borbon","TOR","P",16,0,12.2,3,2,0,0,0,0,0,0,0,,1,,,,,"Pedro Borbon",1289,111228
2002,"Pedro Borbon","HOU","P",56,0,37.2,3,4,0,0,0,0,1,0,0,,3,,,,,"Pedro Borbon",1289,111228
2002,"Brian Bowles","TOR","P",17,0,20,1,3,0,0,0,0,0,0,0,,2,,,,,"Brian Bowles",1290,406954
2002,"Chris Carpenter","TOR","P",13,13,73.1,6,4,0,0,0,0,0,0,0,,4,,,,,"Chris Carpenter",1292,112020
2002,"Scott Cassidy","TOR","P",58,0,66,1,7,1,0,1,0,0,0,0,,6,,,,,"Scott Cassidy",1293,407859
2002,"Pasqual Coco","TOR","P",2,0,1,0,0,0,0,0,0,0,0,0,,0,,,,,"Pasqual Coco",1294,277412
2002,"Brian Cooper","TOR","P",2,2,8.1,2,0,0,0,0,0,0,0,0,,0,,,,,"Brian Cooper",1295,150001
2002,"Kelvim Escobar","TOR","P",76,0,78,1,9,0,0,0,0,0,0,0,,8,,,,,"Kelvim Escobar",1298,113898
2002,"Scott Eyre","TOR","P",49,3,63.1,3,9,0,0,0,0,0,0,0,,4,,,,,"Scott Eyre",1300,113961
2002,"Scott Eyre","SFG","P",21,0,11.1,0,0,0,0,0,0,0,0,0,,2,,,,,"Scott Eyre",1300,113961
2002,"Bob File","TOR","P",5,0,3.1,0,0,0,0,0,0,0,0,0,,0,,,,,"Bob File",1301,400105
2002,"Darrin Fletcher","TOR","C",36,29,253.2,181,13,1,0,1,0,2,0,0,,23,7,0,12,,"Darrin Fletcher",1302,114233
2002,"Roy Halladay","TOR","P",34,34,239.1,22,40,2,0,2,0,0,0,0,,21,,,,,"Roy Halladay",1303,136880
2002,"Felix Heredia","TOR","P",53,0,52.1,2,9,0,0,0,2,2,0,0,,5,,,,,"Felix Heredia",1304,115803
2002,"Ken Huckaby","TOR","C",88,77,683,497,28,6,1,5,0,5,1,3,,37,20,13,23,,"Ken Huckaby",1306,279570
2002,"Esteban Loaiza","TOR","P",25,25,151.1,12,21,1,0,1,1,1,0,0,,5,,,,,"Esteban Loaiza",1310,117842
2002,"Brandon Lyon","TOR","P",15,10,62,5,12,1,0,1,1,0,0,1,,8,,,,,"Brandon Lyon",1312,407193
2002,"Justin Miller","TOR","P",25,18,102.1,8,10,0,0,0,0,0,0,0,,11,,,,,"Justin Miller",1313,277405
2002,"Steve Parris","TOR","P",14,14,75.1,6,7,0,0,0,0,0,0,0,,2,,,,,"Steve Parris",1316,120247
2002,"Dan Plesac","TOR","P",19,0,13.1,0,0,0,0,0,0,0,0,0,,6,,,,,"Dan Plesac",1319,120624
2002,"Dan Plesac","PHI","P",41,0,23,0,3,0,0,0,0,0,0,0,,1,,,,,"Dan Plesac",1319,120624
2002,"Luke Prokopec","TOR","P",22,12,71.2,4,6,1,1,0,0,0,0,0,,2,,,,,"Luke Prokopec",1320,150389
2002,"Corey Thurman","TOR","P",43,1,68,3,6,0,0,0,0,0,0,0,,8,,,,,"Corey Thurman",1324,407903
2002,"Pete Walker","TOR","P",37,20,139.1,11,22,2,1,1,3,3,0,0,,7,,,,,"Pete Walker",1325,123839
2002,"Pete Walker","NYM","P",1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,"Pete Walker",1325,123839
2002,"Tom Wilson","TOR","C",65,52,463.2,319,19,4,1,3,0,3,0,1,,44,13,3,21,,"Tom Wilson",1328,134263
2002,"Jose Nunez","SDP","P",1,0,1,0,0,0,0,0,0,0,0,0,,0,,,,,"Jose Nunez",1410,400308
2002,"Chris Nichting","COL","P",29,0,36.1,2,3,0,0,0,1,1,0,0,,1,,,,,"Chris Nichting",1414,119775
2002,"Chris Michalak","TEX","P",13,0,14.1,0,4,0,0,0,0,0,0,0,,0,,,,,"Chris Michalak",1415,136422
2002,"Jerrod Riggan","CLE","P",29,0,33,3,3,0,0,0,1,1,0,0,,4,,,,,"Jerrod Riggan",1422,339492
2002,"Matt Perisho","DET","P",5,0,10.1,0,1,0,0,0,0,0,0,0,,1,,,,,"Matt Perisho",1423,120419
2002,"Ed Vosberg","MON","P",4,0,1,0,0,0,0,0,0,0,0,0,,0,,,,,"Ed Vosberg",1426,123756
2002,"Gary Knotts","FLA","P",28,0,30.2,1,3,0,0,0,0,0,0,0,,2,,,,,"Gary Knotts",1428,276352
2002,"Kurt Ainsworth","SFG","P",6,4,25.2,1,8,0,0,0,0,0,0,0,,2,,,,,"Kurt Ainsworth",1431,215128
2002,"Juan Alvarez","TEX","P",52,0,39.2,5,4,0,0,0,1,1,0,0,,4,,,,,"Juan Alvarez",1432,235094
2002,"Willie Banks","BOS","P",29,0,39,3,8,1,1,0,0,0,0,0,,3,,,,,"Willie Banks",1434,110536
2002,"Lorenzo Barcelo","CHW","P",4,0,6,0,3,0,0,0,1,1,0,0,,0,,,,,"Lorenzo Barcelo",1435,150311
2002,"Joaquín Benoit","TEX","P",17,13,84.2,4,4,0,0,0,0,0,1,0,,7,,,,,"Joaquin Benoit",1437,276542
2002,"Bryan Corey","LAD","P",1,0,1,0,0,0,0,0,0,0,0,0,,0,,,,,"Bryan Corey",1439,132241
2002,"Brendan Donnelly","ANA","P",46,0,49.2,3,3,0,0,0,0,0,0,0,,2,,,,,"Brendan Donnelly",1441,407791
2002,"Chad Durbin","KCR","P",2,2,8.1,1,1,1,0,1,0,0,0,0,,5,,,,,"Chad Durbin",1442,239795
2002,"Brian Fitzgerald","SEA","P",6,0,6.1,0,1,1,0,1,0,0,0,0,,0,,,,,"Brian Fitzgerald",1445,420846
2002,"Randy Flores","TEX","P",20,0,12,0,4,0,0,0,1,1,0,0,,1,,,,,"Randy Flores",1446,420864
2002,"Randy Flores","COL","P",8,2,17,2,2,0,0,0,0,1,0,0,,0,,,,,"Randy Flores",1446,420864
2002,"Mike Fyhrie","OAK","P",16,4,48.2,4,6,0,0,0,1,0,0,1,,4,,,,,"Mike Fyhrie",1447,114499
2002,"Lee Gardner","TBD","P",12,0,13.1,0,3,1,0,1,0,0,0,0,,0,,,,,"Lee Gardner",1448,421104
2002,"Todd Greene","TEX","C",15,11,104.2,88,6,1,0,1,1,1,1,0,,12,3,2,10,,"Todd Greene",1450,115103
2002,"Aaron Harang","OAK","P",16,15,78.1,6,7,1,1,0,0,0,0,0,,1,,,,,"Aaron Harang",1451,421685
2002,"Ben Howard","SDP","P",3,2,10.2,0,1,0,0,0,0,0,0,0,,1,,,,,"Ben Howard",1452,407806
2002,"Mike James","COL","P",13,0,11.1,0,1,0,0,0,0,0,0,0,,0,,,,,"Mike James",1453,116480
2002,"Bobby Jones","NYM","P",12,0,17,0,2,0,0,0,0,0,0,0,,0,,,,,"Bobby Jones",1454,116718
2002,"Bobby Jones","SDP","P",4,2,9.2,0,1,0,0,0,0,0,0,0,,1,,,,,"Bobby Jones",1454,116718
2002,"Matthew LeCroy","MIN","C",6,3,27,20,1,0,0,0,0,0,0,0,,0,0,2,2,,"Matthew LeCroy",1456,150220
2002,"Mike Lincoln","PIT","P",55,0,72.1,4,11,0,0,0,1,2,0,0,,1,,,,,"Mike Lincoln",1457,150221
2002,"Fernando Lunar","BAL","C",2,0,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,,"Fernando Lunar",1459,150298
2002,"Brian Mallette","MIL","P",5,0,5,0,2,0,0,0,0,0,0,0,,1,,,,,"Brian Mallette",1460,407850
2002,"Dan Miceli","TEX","P",9,0,8.1,0,1,0,0,0,0,0,0,0,,1,,,,,"Dan Miceli",1463,119023
2002,"Juan Moreno","SDP","P",4,0,6,0,0,0,0,0,0,0,0,0,,0,,,,,"Juan Moreno",1465,276539
2002,"Guillermo Mota","LAD","P",43,0,60.2,2,7,0,0,0,0,0,0,0,,4,,,,,"Guillermo Mota",1467,150407
2002,"Blaine Neal","FLA","P",32,0,33,3,1,0,0,0,0,0,0,0,,3,,,,,"Blaine Neal",1468,346862
2002,"Ben Petrick","COL","C",13,12,107.2,88,2,2,0,1,0,0,0,0,,7,1,0,1,,"Ben Petrick",1471,150052
2002,"Hipolito Pichardo","HOU","P",1,0,0.1,0,0,0,0,0,0,0,0,0,,3,,,,,"Hipolito Pichardo",1472,120539
2002,"Kevin Pickford","SDP","P",16,4,30,3,5,1,1,0,1,1,0,0,,3,,,,,"Kevin Pickford",1473,150260
2002,"Bret Prinz","ARI","P",20,0,13.1,0,2,0,0,0,0,0,0,0,,2,,,,,"Bret Prinz",1474,400092
2002,"Jon Rauch","CHW","P",8,6,28.1,0,3,1,0,1,0,0,0,0,,1,,,,,"Jon Rauch",1475,400010
2002,"Jesus Sanchez","CHC","P",8,0,8.1,0,1,2,0,2,0,0,0,0,,0,,,,,"Jesus Sanchez",1476,133260
2002,"Aaron Small","ATL","P",1,0,0.1,0,0,0,0,0,0,0,0,0,,0,,,,,"Aaron Small",1477,122332
2002,"Mike Smith","TOR","P",14,6,35.1,2,5,1,0,1,1,1,0,0,,2,,,,,"Mike Smith",1479,420944
2002,"Tim Spooneybarger","ATL","P",51,0,51.1,3,9,1,0,1,0,0,0,0,,4,,,,,"Tim Spooneybarger",1484,407486
2002,"Mac Suzuki","KCR","P",7,1,21,2,2,1,0,1,0,0,0,0,,7,,,,,"Mac Suzuki",1485,123010
2002,"Nate Teut","FLA","P",2,1,7.1,0,0,0,0,0,0,0,0,0,,0,,,,,"Nate Teut",1487,400137
2002,"Josh Towers","BAL","P",5,3,27.1,5,7,0,0,0,1,1,0,0,,3,,,,,"Josh Towers",1489,346869
2002,"Brad Voyles","KCR","P",22,0,27.2,3,3,0,0,0,0,0,0,0,,0,,,,,"Brad Voyles",1490,400143
2002,"Rob Bell","TEX","P",17,15,94,18,13,1,1,0,0,0,0,0,,5,,,,,"Rob Bell",1492,150174
2002,"Eric Cyr","SDP","P",5,0,6,0,0,0,0,0,0,0,0,0,,1,,,,,"Eric Cyr",1494,407804
2002,"Zach Day","MON","P",19,2,37.1,6,6,0,0,0,0,1,0,0,,2,,,,,"Zach Day",1496,400180
2002,"Jayson Durocher","MIL","P",39,0,48,1,5,0,0,0,0,0,0,0,,5,,,,,"Jayson Durocher",1497,284565
2002,"Adrian Hernandez","NYY","P",2,1,6,0,0,0,0,0,0,0,0,0,,0,,,,,"Adrian Hernandez",1504,406324
2002,"Alex Herrera","CLE","P",5,0,5.1,0,0,0,0,0,0,0,0,0,,0,,,,,"Alex Herrera",1505,407789
2002,"Jason Jimenez","DET","P",1,0,0.2,0,0,0,0,0,0,0,0,0,,0,,,,,"Jason Jimenez",1506,423824
2002,"Jason Jimenez","TBD","P",5,0,6.2,1,0,0,0,0,0,0,0,0,,0,,,,,"Jason Jimenez",1506,423824
2002,"John Lackey","ANA","P",18,18,108.1,4,16,0,0,0,2,2,0,0,,12,,,,,"John Lackey",1507,407793
2002,"Mike Maroth","DET","P",21,21,128.2,5,13,0,0,0,0,0,0,0,,2,,,,,"Mike Maroth",1508,400077
