PlayerName,PlayerId,G,AB,PA,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS
Eric Fox,1004276,116,258,290,36,8,2,5,38,19,21,0,48,0,1,10,1,5,6
Jim French,1004337,234,607,741,93,17,4,5,53,51,121,10,78,1,5,7,10,3,6
Vern Fuller,1004398,325,785,883,131,33,4,14,67,65,73,4,172,12,6,7,16,6,6
Del Gainer,1004432,547,1608,1844,313,75,36,14,218,185,149,,156,22,,65,,54,6
Al Gallagher,1004445,442,1264,1432,271,42,9,11,114,130,138,21,164,5,12,13,43,7,6
Jeff Gardner,1004526,186,492,549,91,21,8,1,60,26,53,0,88,1,2,1,4,2,6
Count Gedney,1004593,202,831,845,171,25,8,5,138,101,14,,25,,,,,8,6
Ken Gerhart,1004630,215,615,676,87,22,3,24,72,64,42,0,128,3,8,8,11,16,6
Jonah Goldman,1004807,148,389,446,66,20,0,1,33,49,35,,31,3,,19,,4,6
Julio Gonzalez,1004838,370,969,1038,184,32,8,4,90,66,36,3,132,9,2,22,24,13,6
Eddie Grant,1004946,990,3385,3758,730,79,30,5,399,277,233,,181,11,,129,,153,6
Pete Gray,1004976,77,234,253,43,6,2,0,26,13,13,,11,0,,6,2,5,6
Willie Greene,1005015,655,1902,2183,272,76,12,86,254,307,260,16,477,6,13,2,37,17,6
Don Hahn,1005202,454,997,1149,186,38,4,7,104,74,122,9,158,4,9,17,25,11,6
Spencer Harris,1005432,164,377,437,73,15,3,3,53,46,39,,33,2,,19,,10,6
Ray Hayworth,1005537,699,2062,2304,433,92,16,5,220,238,198,,188,6,,38,3,2,6
Pancho Herrera,1005724,300,975,1108,179,46,8,31,122,128,113,10,271,10,10,0,31,8,6
Joe Hicks,1005780,212,416,455,66,11,3,12,41,39,29,0,73,4,1,5,5,3,6
Dave Hilton,1005836,161,506,551,80,19,3,6,40,33,35,7,69,1,1,8,10,6,6
Tommy Hinzo,1005855,85,274,301,53,9,3,3,35,21,12,0,53,2,1,12,6,10,6
Gene Hiser,1005857,206,263,307,45,7,0,1,34,18,32,2,43,1,2,9,3,6,6
Jim Holt,1005985,707,1616,1735,335,64,10,19,174,177,93,17,166,7,14,5,47,8,6
Clint Hurdle,1006216,515,1391,1596,235,81,12,32,162,193,176,18,261,7,17,5,29,1,6
Ricky Jordan,1006615,677,2104,2221,411,116,10,55,261,305,77,17,303,15,25,0,61,10,6
Skip Jutze,1006657,254,656,708,121,14,3,3,45,51,34,6,86,1,5,12,24,1,6
Robert LaMotte,1007282,221,693,789,129,34,9,3,99,85,66,,50,3,,27,,11,6
Jack Lapp,1007341,567,1581,1809,326,59,26,5,168,166,177,,79,7,,44,,16,6
Rufino Linares,1007610,207,545,577,112,21,3,11,66,63,24,2,74,1,5,2,24,15,6
Greg Litton,1007668,374,809,893,134,43,5,13,78,97,58,2,167,4,5,17,18,1,6
Felix Mackiewicz,1007921,223,672,751,128,32,12,2,85,55,63,,88,3,,13,21,10,6
Phil Mankowski,1008060,269,739,816,160,23,4,8,72,64,55,11,103,4,8,10,22,3,6
Jeff Manto,1008083,289,713,822,96,35,2,31,97,97,97,1,182,9,1,2,18,3,6
Tom Matchick,1008233,292,826,878,147,21,6,4,63,64,39,8,148,5,3,5,20,6,6
Tom McBride,1008346,408,1186,1298,269,39,16,2,140,141,93,,63,1,,18,46,13,6
Benny McCoy,1008425,337,1214,1423,241,52,18,16,182,156,190,,122,1,,18,30,8,6
Elmer Miller,1008894,413,1414,1602,264,43,20,16,170,151,113,,140,18,,57,,29,6
Otto Miller,1008918,927,2836,3049,560,97,33,5,229,231,104,,301,13,,96,,40,6
Otis Miller,1008919,272,837,907,184,39,6,0,95,91,49,,46,2,,19,,3,6
Chet Morgan,1009173,88,329,361,83,7,1,0,52,28,25,,12,1,,6,,5,6
Steve Nicosia,1009575,358,938,1044,167,52,3,11,86,88,86,19,90,1,7,12,31,5,6
Wayne Nordhagen,1009626,502,1423,1500,277,77,8,39,147,205,54,6,162,3,18,2,47,1,6
Steve Ontiveros,1009825,732,2193,2543,455,111,10,24,230,224,309,23,290,16,19,6,62,5,6
Ray Oyler,1009929,542,1265,1445,161,39,6,15,110,86,135,10,359,9,7,29,42,2,6
Johnny Peacock,1010098,619,1734,1938,364,74,16,1,175,194,183,,73,1,,20,33,14,6
Jim Pendleton,1010156,444,941,1007,183,30,8,19,120,97,43,5,151,6,7,10,20,11,6
Geno Petralli,1010244,809,1874,2131,385,83,9,24,184,192,216,17,263,10,15,16,62,8,6
Scott Pose,1010464,202,313,353,67,7,1,0,52,21,38,1,50,0,1,1,5,9,6
Dick Reichle,1010789,128,385,423,77,18,3,1,43,39,22,,36,9,,7,,3,6
Rick Renteria,1010838,184,422,456,74,20,2,4,42,41,25,1,49,4,1,4,13,2,6
Harry Riconda,1010943,243,765,863,130,44,11,4,83,70,61,,91,8,,29,,13,6
Aaron Robinson,1011052,610,1839,2189,332,74,11,61,208,272,337,,194,3,,10,42,0,6
Hector Rodriguez,1011107,124,407,462,93,14,0,1,55,40,47,,22,3,,5,10,7,6
Don Ross,1011227,498,1488,1681,311,63,4,12,129,162,166,,70,5,,22,32,10,6
Ken Rudolph,1011288,328,743,812,127,23,2,6,55,64,52,7,121,4,2,11,27,2,6
Angel Salazar,1011377,383,886,932,147,33,6,2,69,59,19,1,150,3,4,20,13,6,6
Richie Scheinblum,1011541,462,1218,1392,246,52,9,13,131,127,149,11,135,6,12,7,44,0,6
Bob Schmidt,1011576,454,1305,1426,219,55,4,39,133,150,100,17,199,5,9,7,40,0,6
Charlie See,1011715,92,202,221,44,9,1,1,21,23,9,,12,3,,7,,5,6
Carey Selph,1011739,141,447,494,95,20,9,0,58,58,37,,13,4,,6,,8,6
Count Sensenderfer,1011746,51,234,234,62,6,2,0,55,34,0,,3,,,,,5,6
Scott Servais,1011756,820,2493,2778,416,130,2,63,243,319,183,31,407,46,21,35,73,3,6
Jimmy Sexton,1011773,236,372,412,64,9,3,5,53,24,32,2,71,1,3,4,1,36,6
Red Shannon,1011799,310,1070,1220,217,38,22,0,124,91,109,,178,12,,29,,21,6
Dick Sharon,1011806,242,467,526,69,20,0,13,46,46,50,0,95,0,2,7,14,6,6
Charles Silvera,1011971,227,482,541,118,15,2,1,34,52,53,0,32,2,0,4,17,2,6
Rob Sperring,1012335,208,473,533,83,13,1,3,48,30,46,6,107,1,4,9,9,1,6
Fred Stanley,1012411,816,1650,1906,303,38,5,10,197,120,196,4,243,7,6,47,28,11,6
Ben Steiner,1012461,82,308,348,65,8,3,3,41,20,31,,29,1,,8,4,10,6
Joe Strain,1012592,169,520,572,113,15,1,1,60,29,28,0,38,4,2,18,14,9,6
Bill Sudakis,1012668,530,1548,1751,240,56,7,59,177,214,172,18,313,7,15,9,33,9,6
Rick Sweet,1012782,272,736,815,142,23,1,6,62,57,60,8,73,3,5,9,17,6,6
Bob Swift,1012789,1001,2750,3136,532,86,3,14,212,238,324,,233,3,,59,79,10,6
Bob Talbot,1012812,122,433,460,86,15,5,1,50,19,16,,29,3,1,7,8,4,6
Bill Terry,1012927,1721,6428,7111,1554,373,112,154,1120,1078,537,,449,9,,137,38,56,6
Johnny Tobin,1013091,84,278,311,62,6,2,0,25,21,26,,24,2,,5,6,2,6
Jeff Torborg,1013123,574,1391,1525,244,42,3,8,78,101,103,29,189,4,10,17,36,3,6
Jose Valdivielso,1013321,401,971,1080,170,26,8,9,89,85,79,3,132,8,7,15,27,6,6
Clyde Vollmer,1013449,685,2021,2285,352,77,10,69,283,339,243,,328,11,0,10,64,7,6
Hal Wagner,1013482,671,1849,2141,341,90,12,15,179,228,253,,152,15,,24,34,10,6
Joe Wagner,1013486,75,197,210,28,5,2,0,17,13,8,,35,0,,5,,4,6
Preston Ward,1013623,744,2067,2346,374,83,15,50,219,262,231,8,315,2,15,31,30,7,6
Carl Warwick,1013646,530,1462,1616,271,51,10,31,168,149,127,6,241,2,11,14,32,13,6
Steve Whitaker,1013848,266,758,824,124,20,6,24,73,85,54,3,174,5,5,2,8,4,6
Denney Wilie,1013950,103,230,281,44,7,3,2,26,19,41,,38,6,,4,,5,6
Bob Will,1013964,410,819,925,149,35,9,9,87,87,83,5,119,1,7,15,14,2,6
Eddie Williams,1013996,395,1145,1281,200,47,2,39,146,150,101,8,216,17,10,7,50,2,6
Harry Williams,1014002,86,260,316,37,8,3,2,27,29,41,,36,6,,9,,9,6
Reggie Williams,1014032,88,136,156,26,3,3,2,22,14,15,0,45,2,1,2,3,5,6
Craig Worthington,1014261,393,1234,1423,201,50,0,33,126,144,162,4,264,8,6,13,35,3,6
Steve Yerkes,1014341,711,2521,2859,514,124,32,6,307,254,207,,102,16,,115,,54,6
Jorge Fabregas,12,646,1827,1994,357,56,5,23,153,211,114,13,217,4,23,26,61,4,5
Jose Nieves,26,212,530,573,94,20,5,9,55,51,23,1,102,6,5,9,17,2,5
Damian Miller,65,989,3182,3558,538,205,4,87,361,406,303,42,772,26,24,23,108,5,5
Alex Arias,123,775,1773,2010,362,84,6,18,203,196,181,14,211,23,16,17,47,10,5
Ryan McGuire,155,368,631,731,88,34,4,7,64,55,88,1,144,0,4,7,24,3,5
Joe Borchard,224,301,716,800,96,23,2,26,89,77,74,7,222,6,3,1,13,5,5
Josh Paul,251,321,713,797,127,35,2,10,92,73,59,0,169,3,5,17,13,13,5
Luis Ordaz,298,206,440,496,83,13,0,0,51,30,34,1,53,2,5,15,12,12,5
Kelly Stinnett,356,734,2033,2290,316,91,4,65,228,230,196,26,567,42,7,12,39,10,5
Gary Bennett,420,587,1690,1876,309,74,3,22,141,192,139,19,270,16,17,14,53,6,5
Ryan Jackson,472,226,452,494,74,23,4,7,49,52,32,0,120,3,3,4,7,7,5
Mark Smith,540,414,959,1081,147,51,3,32,125,130,97,4,211,11,11,3,18,15,5
Ken Harvey,604,271,998,1078,191,54,1,27,102,126,60,6,200,13,4,3,30,3,5
Jay Canizaro,722,195,596,648,101,35,3,10,73,68,44,0,119,3,3,2,14,5,5
Chris Truby,799,263,819,884,115,42,9,23,78,107,38,4,205,9,12,6,13,5,5
Jason Phillips,892,465,1382,1537,237,77,0,30,138,168,111,11,170,26,12,6,56,0,5
Ramon Hernandez,918,1526,5105,5701,906,262,8,169,580,757,430,23,734,74,52,40,151,9,5
Phil Nevin,1049,1217,4188,4703,708,209,6,208,584,743,449,30,1019,30,33,3,112,18,5
Jason Conti,1199,182,420,461,65,24,5,6,47,47,33,3,124,2,1,5,8,7,5
Ben Grieve,1209,976,3215,3743,549,192,5,118,471,492,466,22,784,45,16,1,103,24,5
Erubiel Durazo,1413,624,1948,2291,339,108,6,94,333,330,307,27,428,18,18,0,30,7,5
David Ross,1551,883,2280,2644,294,116,5,106,254,314,287,30,735,17,27,32,49,3,5
Tim Laker,1681,282,651,716,106,28,2,11,66,79,44,6,162,3,5,13,19,5,5
Robby Hammock,1686,182,481,527,76,30,4,12,62,48,38,10,99,4,3,1,17,6,5
Laynce Nix,1766,758,1915,2063,270,110,11,69,235,249,122,18,534,7,15,4,25,9,5
Darnell McDonald,1867,331,764,854,124,42,5,20,102,83,68,1,185,5,3,14,17,14,5
Damon Hollins,1919,256,712,762,104,39,1,28,85,86,42,1,134,1,3,4,12,11,5
Andy Phillips,2075,259,557,604,96,25,4,14,77,70,34,0,110,3,4,6,20,3,5
Ryan Howard,2154,1572,5707,6531,795,277,21,382,848,1194,709,154,1843,59,55,0,116,12,5
Brendan Harris,2178,529,1694,1876,295,99,7,33,208,167,132,1,343,17,15,18,56,5,5
Willy Aybar,2192,405,1219,1390,212,68,2,33,137,157,142,6,206,14,8,7,22,7,5
Luis Antonio Rodriguez,2364,407,972,1123,171,46,4,10,100,80,110,5,110,5,14,22,29,6,5
Chris Parmelee,2554,311,917,1011,146,48,3,30,89,98,79,1,239,10,5,0,21,1,5
Derrick Robinson,2784,102,192,216,39,7,3,0,21,8,18,0,44,1,0,5,0,4,5
Tony Cruz,2802,272,621,664,92,33,3,6,51,61,32,3,131,3,4,4,28,0,5
Edgar Gonzalez,2963,193,478,522,86,23,2,11,54,51,36,1,112,5,3,0,16,2,5
Mitch Moreland,3086,1260,4071,4536,606,219,9,186,527,618,385,34,975,35,39,6,98,11,5
Jesus Guzman,3118,403,1007,1114,159,61,4,25,108,136,97,6,248,5,3,2,18,18,5
Geovany Soto,3707,797,2522,2876,361,146,4,108,308,361,311,17,673,17,19,7,73,3,5
Shane Robinson,4249,461,760,849,133,23,5,7,105,66,73,2,120,2,8,6,22,19,5
Mike Baxter,4464,232,417,489,64,23,4,4,52,28,55,5,100,13,4,0,7,10,5
Russ Adams,4519,286,884,993,148,46,7,17,125,113,85,2,118,5,11,8,14,15,5
Alberto Gonzalez,4906,427,950,1023,170,46,7,4,97,91,45,5,130,7,12,9,30,2,5
Stephen Vogt,5000,794,2348,2598,344,121,13,82,259,313,210,16,491,10,26,4,29,5,5
Yangervis Solarte,5352,670,2407,2645,415,124,6,75,282,307,189,8,326,23,19,7,78,6,5
Daniel Nava,5450,589,1701,1977,318,103,2,29,224,206,196,5,387,55,18,7,33,10,5
Kenji Johjima,5811,462,1609,1722,298,84,1,48,166,198,66,2,148,37,8,2,53,7,5
Martin Maldonado,6887,1119,3314,3720,441,129,4,111,349,361,288,17,999,66,10,42,81,3,5
Ryan Kalish,6962,153,387,422,68,18,5,4,52,36,27,1,92,2,2,4,12,16,5
Paul Janish,7412,473,1172,1305,181,59,2,7,123,87,97,4,187,16,8,12,26,7,5
Kevin Frandsen,7528,514,1246,1363,245,57,5,15,134,110,64,5,128,36,6,11,50,7,5
Lonnie Chisenhall,7571,688,2159,2360,372,132,10,64,261,296,150,12,437,21,14,15,33,20,5
Lou Marson,7610,261,768,882,120,39,4,5,93,60,98,0,190,5,5,6,27,16,5
Adam Lind,8027,1344,4577,5029,776,259,12,200,588,723,393,45,945,17,39,3,117,7,5
Chris Nelson,8175,282,834,901,158,39,8,16,96,100,55,6,203,3,6,3,28,9,5
Eric Patterson,9072,226,508,575,73,20,7,10,65,50,57,0,148,1,5,3,4,35,5
Khris Davis,9112,980,3394,3804,426,164,9,221,506,590,328,10,1017,48,34,0,99,18,5
Josh Thole,9689,478,1336,1499,258,53,3,9,99,111,135,13,214,8,8,12,42,2,5
Will Rhymes,9802,130,399,449,83,17,4,2,54,29,35,0,45,3,2,10,4,2,5
Chris Carter,9911,750,2469,2853,266,107,5,158,334,400,327,10,951,26,30,0,56,12,5
Christian Bethancourt,10028,366,1102,1154,172,53,0,30,131,113,43,1,290,3,4,2,31,9,5
Grant Green,10053,129,330,353,62,15,1,4,36,38,17,1,88,1,5,0,11,1,5
Tucker Barnhart,10200,885,2655,2992,458,128,6,53,241,286,283,35,618,21,17,16,73,7,5
Oswaldo Arcia,10306,288,983,1075,141,40,6,44,103,131,76,8,339,13,3,0,13,3,5
Derek Dietrich,10542,746,2191,2513,324,107,21,84,318,255,181,14,576,123,15,2,27,7,5
Greg Garcia,10951,578,1096,1303,201,48,6,14,142,99,166,7,270,23,7,11,18,7,5
Tyler Holt,11391,156,281,318,54,7,3,0,29,15,29,0,84,3,1,4,7,7,5
Jorge Alfaro,12180,496,1590,1710,279,71,4,48,152,198,72,10,581,42,6,0,34,18,5
Brian Goodwin,12858,429,1244,1395,168,79,7,50,177,158,129,5,381,9,10,3,10,23,5
Mikie Mahtook,13130,291,884,965,133,33,9,33,112,97,59,1,255,14,6,2,9,14,5
Addison Russell,14106,615,1987,2212,311,100,9,60,256,253,186,17,532,24,12,3,38,17,5
Daniel Robertson,14145,300,801,945,127,34,3,18,105,78,111,1,243,26,5,2,23,5,5
Jorge Soler,14221,870,3030,3473,400,163,3,170,416,452,365,14,927,39,25,0,88,11,5
Wilmer Difo,14320,492,1179,1306,226,36,14,19,158,103,106,15,258,3,9,9,19,24,5
Franchy Cordero,14567,251,722,797,88,37,5,27,100,87,66,1,278,1,3,5,4,13,5
Phillip Ervin,14738,237,586,660,94,26,8,17,75,68,56,1,160,11,6,1,12,15,5
Jonathan Davis,15104,205,388,454,60,10,1,6,66,30,42,0,122,13,5,4,7,19,5
Tim Locastro,15124,290,531,616,84,25,3,9,100,38,36,0,125,43,2,4,3,45,5
Josh VanMeter,15170,300,743,841,91,38,5,19,83,79,88,0,208,5,5,0,13,17,5
Aristides Aquino,15482,244,686,762,75,28,1,41,87,108,66,4,255,6,4,0,7,12,5
Derek Fisher,16192,172,410,466,45,12,6,17,63,53,50,1,165,3,3,0,4,10,5
Nick Gordon,16337,245,696,752,111,42,6,15,77,80,32,1,171,13,7,4,16,16,5
Rusney Castillo,17016,99,317,337,62,12,2,7,45,35,16,0,63,2,1,1,11,7,5
Jung Ho Kang,17182,297,917,1028,134,50,3,46,120,144,75,1,239,32,4,0,25,8,5
JT Riddle,17642,252,745,797,111,31,5,19,72,80,39,4,173,2,6,5,13,1,5
Jake Cronenworth,18036,491,1784,2041,270,102,21,52,262,227,189,11,348,38,17,4,22,16,5
Josh Naylor,18839,446,1484,1626,256,90,1,53,169,235,115,15,269,12,13,0,37,19,5
Eli White,19346,136,365,406,46,10,1,9,48,28,34,0,130,5,2,0,2,17,5
Dairon Blanco,19779,74,131,145,20,7,4,3,20,20,10,0,37,2,0,2,2,25,5
Abraham Toro,19844,271,842,934,117,30,3,28,111,108,67,1,166,18,7,0,12,10,5
Cristian Pache,19948,163,392,427,44,15,3,6,36,33,27,0,124,2,0,6,7,4,5
Taylor Trammell,19960,116,304,351,20,16,0,15,45,39,39,0,130,4,1,3,5,4,5
Stuart Fairchild,20321,155,331,382,42,21,3,10,51,36,34,0,106,12,2,3,4,10,5
Drew Waters,20505,130,398,446,56,17,6,13,54,50,39,0,147,5,3,0,5,16,5
Nick Fortes,21538,194,542,597,83,16,1,19,80,57,38,0,112,12,2,3,18,10,5
Alec Bohm,21618,456,1684,1839,337,81,3,44,223,239,120,2,351,13,22,0,57,11,5
Bubba Thompson,22261,92,223,241,43,9,1,1,28,13,11,0,72,3,1,3,2,22,5
Ezequiel Duran,23733,180,614,659,107,32,3,19,80,71,35,1,174,7,2,1,10,12,5
Ezequiel Tovar,24064,162,614,650,96,38,4,16,81,75,27,0,175,4,3,2,10,11,5
Brenton Doyle,25479,126,399,431,50,16,5,10,48,48,22,0,151,4,3,3,9,22,5
Anthony Volpe,27647,159,541,601,65,23,4,21,62,60,52,0,167,5,2,1,10,24,5
Henry Davis,29617,62,225,255,31,10,0,7,27,24,25,2,69,4,1,0,3,3,5
Matt McLain,29695,89,365,403,63,23,4,16,65,50,31,0,115,7,0,0,5,14,5
Jeff Abbott,1000011,233,596,651,104,33,2,18,82,83,38,2,91,3,7,5,12,6,5
Luis Aguayo,1000085,568,1104,1244,170,43,10,37,142,109,94,12,220,20,12,14,27,7,5
Danny Ainge,1000091,211,665,721,121,19,4,2,57,37,37,2,128,4,3,12,16,12,5
Grover Alexander,1000128,703,1810,1977,294,60,13,11,154,163,77,,276,2,,88,,3,5
Jamie Allen,1000147,86,273,313,47,10,0,4,23,21,33,0,52,1,0,6,8,6,5
Tom Alston,1000183,91,271,299,45,15,2,4,30,36,25,0,46,2,1,0,6,3,5
Ken Aspromonte,1000342,475,1483,1691,278,69,3,19,171,124,179,4,149,6,10,13,49,7,5
Toby Atwell,1000356,378,1117,1304,233,41,7,9,116,110,161,10,84,8,7,11,36,4,5
Doug Ault,1000368,256,713,800,117,29,5,17,66,86,71,6,106,7,4,5,29,4,5
Red Badgro,1000406,143,382,422,63,30,3,2,57,45,24,,42,4,,12,,4,5
Mark Bailey,1000428,340,949,1126,147,37,1,24,101,101,166,23,222,3,5,3,34,2,5
Chris Bando,1000504,497,1284,1467,217,46,2,27,134,142,138,6,197,2,16,27,44,1,5
Red Barnes,1000570,286,836,952,152,41,24,8,152,97,95,,76,5,,16,,12,5
Joe Battin,1000672,480,1953,1994,360,51,25,3,228,143,40,,36,1,,,,26,5
Allen Battle,1000673,108,248,288,48,8,0,1,33,7,32,1,52,3,1,4,3,13,5
Bob Beall,1000703,148,234,285,41,12,0,1,32,18,45,0,41,1,2,3,4,4,5
Billy Beane,1000714,148,301,315,49,14,0,3,30,29,11,0,80,0,1,2,8,5,5
Jim Beauchamp,1000732,393,661,730,117,18,4,14,79,90,54,6,150,3,12,0,11,6,5
Ollie Bejma,1000785,316,906,1064,162,35,11,14,128,117,130,,105,5,,23,5,5,5
Kevin Bell,1000814,297,726,817,117,22,9,13,74,64,70,1,165,2,7,12,12,5,5
Les Bell,1000815,896,3239,3627,639,184,49,66,404,509,276,,322,2,,110,,25,5
Esteban Beltre,1000823,186,401,443,77,17,0,1,46,35,28,0,73,0,3,11,8,5,5
Moe Berg,1000880,663,1813,1961,358,71,6,6,150,206,78,,117,9,,61,1,11,5
Charlie Berry,1000902,709,2018,2217,399,88,29,23,196,256,160,,196,5,,34,,13,5
John Bischoff,1000987,107,271,298,47,20,3,1,20,35,22,,32,1,,4,,2,5
Rivington Bisland,1000996,31,102,112,11,1,0,0,12,5,8,,7,1,,1,,2,5
Harley Boss,1001217,155,519,556,111,19,8,1,64,61,30,,34,1,,6,,2,5
Rafael Bournigal,1001239,365,932,1035,183,44,3,4,104,85,59,3,64,10,4,30,32,12,5
Jeff Branson,1001355,694,1555,1720,266,72,11,34,173,156,122,25,312,4,17,22,36,9,5
Frank Bruggy,1001580,259,620,678,137,27,2,6,53,52,43,,72,5,,10,,12,5
Bill Burgo,1001669,44,158,174,37,6,2,2,18,12,11,,4,5,,0,2,1,5
Tom Carey,1001949,466,1521,1608,324,79,13,2,169,167,66,,73,6,,15,8,3,5
Bob Chance,1002129,277,747,828,136,34,1,24,76,112,68,10,195,4,8,1,12,3,5
Harry Chappas,1002154,72,184,209,40,4,0,1,26,12,15,0,26,3,3,4,2,2,5
Allie Clark,1002263,358,1021,1107,183,48,4,32,131,149,72,,70,3,,11,49,2,5
Jimmie Coker,1002403,233,592,662,102,15,4,16,44,70,55,7,99,4,4,7,11,1,5
Pat Collins,1002460,543,1204,1475,221,46,6,33,146,168,235,,202,4,,32,,4,5
Jocko Conlan,1002504,128,365,417,74,18,4,0,55,31,33,,13,2,,17,,5,5
Johnny Cooney,1002588,1172,3372,3675,807,130,26,2,409,219,208,,107,6,,89,67,30,5
Hooks Cotter,1002661,99,311,354,57,17,4,4,39,33,36,,31,0,,7,,3,5
Jeff Cox,1002702,59,169,194,33,3,0,0,20,9,14,0,23,0,0,11,2,8,5
Dick Culler,1002858,472,1527,1727,325,39,6,2,195,99,166,,87,5,,29,37,19,5
John DeBerry,1003118,648,1850,2051,386,81,16,11,170,234,148,,119,6,,47,,13,5
John Denny,1003210,268,570,656,86,9,2,0,44,29,19,0,164,1,3,63,4,9,5
Dan Dobbek,1003338,198,433,496,58,12,5,15,52,49,53,9,72,3,2,5,7,5,5
Brian Doyle,1003456,110,199,214,28,3,0,1,18,13,10,0,13,0,0,5,5,1,5
Leo Durocher,1003596,1637,5350,5827,1030,210,56,24,575,567,377,,480,18,,82,109,31,5
Dave Engle,1003781,594,1643,1784,299,88,13,31,201,181,120,7,190,3,14,4,59,5,5
Tony Eusebio,1003854,598,1739,1955,357,87,5,30,180,241,182,15,324,15,16,3,53,1,5
Barry Evans,1003859,224,501,560,104,17,3,2,40,41,41,4,62,1,9,8,8,3,5
Mike Ferraro,1004006,162,500,532,94,18,2,2,28,30,23,2,61,1,4,4,22,0,5
Davy Force,1004213,1029,4251,4407,891,141,27,1,653,373,156,,267,,,,,33,5
Ted Ford,1004224,240,711,781,111,26,2,17,66,68,51,2,134,3,7,9,12,7,5
Hanley Frias,1004345,173,311,359,56,9,3,4,53,25,47,2,45,0,0,1,7,6,5
Joe Gantenbein,1004482,186,545,597,114,20,6,8,68,59,43,,43,3,,6,6,2,5
Ford Garrison,1004550,185,687,747,149,22,3,6,80,56,37,,67,2,,21,15,11,5
Joe Gerhardt,1004629,1071,4139,4314,755,122,55,7,493,380,162,,194,13,,,,37,5
Joe Ginsberg,1004742,695,1716,1986,327,59,8,20,168,182,226,9,135,14,13,17,46,7,5
Joe Glenn,1004782,248,718,808,137,34,5,5,77,89,81,,91,2,,7,10,6,5
Bill Glynn,1004788,310,684,767,134,22,4,10,94,56,61,,105,5,2,15,12,5,5
Denny Gonzalez,1004830,98,262,295,40,9,1,4,29,18,27,3,64,1,0,5,6,3,5
Johnny Gooch,1004848,805,2363,2613,528,98,29,7,227,293,206,,141,15,,29,,11,5
Sid Gordon,1004877,1475,4992,5811,950,220,43,202,735,805,731,2,356,22,12,54,174,19,5
Milt Graff,1004921,61,156,177,21,4,3,0,16,10,15,0,10,2,1,3,1,2,5
Ivy Griffin,1005043,185,638,693,138,21,5,0,65,39,25,,65,15,,15,,4,5
Frank Grube,1005105,394,1125,1280,209,59,5,1,121,107,131,,88,7,,17,0,12,5
Cesar Gutierrez,1005155,223,545,600,109,13,6,0,61,26,30,7,51,3,3,19,10,7,5
Jimmy Hallinan,1005248,170,760,775,176,25,12,5,142,83,15,,18,,,,,5,5
Mike Hart,1005456,47,105,116,11,2,0,4,7,17,7,0,21,0,2,2,1,1,5
Buddy Hassett,1005478,929,3517,3807,844,130,40,12,469,343,209,,116,11,,70,67,53,5
Elrod Hendricks,1005641,711,1888,2155,280,66,7,62,205,230,229,40,319,12,18,8,30,1,5
John Henry,1005675,688,1920,2245,326,54,15,2,161,171,244,,189,21,,60,,55,5
Jose Herrera,1005722,141,390,423,78,16,3,6,53,32,26,1,70,3,1,3,6,9,5
Mike Herrera,1005723,84,276,308,61,14,1,0,22,27,17,,15,1,,14,,1,5
Clarence Huber,1006125,253,854,932,159,47,13,6,95,93,59,,67,2,,17,,12,5
Terry Humphrey,1006188,415,1055,1170,177,39,1,6,69,85,68,4,175,13,12,22,30,5,5
Reggie Jefferson,1006381,680,2123,2306,423,131,11,72,285,300,146,25,451,20,13,4,63,2,5
Doug Jennings,1006395,189,322,380,41,16,3,5,36,37,43,1,90,6,6,3,3,0,5
Fred Kendall,1006828,877,2576,2823,475,86,11,31,170,244,189,29,240,6,25,27,83,5,5
Eddie Kenna,1006831,41,118,134,28,4,2,1,14,20,14,,8,1,,1,,1,5
Ed Konetchy,1007093,2085,7649,8664,1550,344,182,74,972,992,689,,545,73,,253,,255,5
John Kroner,1007172,223,702,786,121,47,9,7,83,105,68,,56,0,,16,,3,5
Ernie Krueger,1007176,318,836,913,162,33,14,11,87,93,64,,85,5,,8,,12,5
Coco Laboy,1007231,420,1247,1374,199,62,2,28,108,166,97,11,220,6,13,11,28,0,5
Ced Landrum,1007298,78,105,119,21,3,1,0,30,7,10,0,23,0,0,4,2,27,5
Norm Larker,1007343,667,1953,2229,394,97,15,32,227,271,211,19,165,16,26,23,53,3,5
Jay Loviglio,1007780,46,52,56,10,0,0,0,17,4,3,0,6,0,0,1,2,5,5
Kevin Maas,1007895,406,1248,1448,178,43,1,65,171,169,182,21,310,8,10,0,13,10,5
Bobby Malkmus,1008020,262,572,625,95,15,5,8,69,46,38,1,90,2,4,9,12,3,5
Sheldon Mallory,1008032,64,126,143,22,4,1,0,19,5,11,0,18,3,1,2,2,12,5
Fergy Malone,1008038,220,1052,1084,248,32,7,1,200,160,32,,19,,,,,17,5
Jack Manning,1008065,834,3510,3694,701,172,37,14,563,361,181,,195,3,,,,30,5
Juan Marichal,1008106,464,1221,1339,167,29,2,4,73,75,38,0,269,2,7,71,20,2,5
Bobby Mathews,1008234,623,2487,2560,447,47,9,1,318,162,73,,58,0,,,,8,5
Michael McAtee,1008330,51,264,270,51,11,3,0,64,25,6,,4,,,,,5,5
Alex McCarthy,1008364,432,1335,1519,256,34,11,5,136,122,104,,123,20,,60,,23,5
Ed McGhee,1008517,196,505,570,102,14,5,3,59,43,54,0,61,3,1,7,18,11,5
