PlayerName,PlayerId,G,AB,PA,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS
Kevin Melillo,8278,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tony Sipp,8280,616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Pena,8298,86,190,202,33,3,0,5,18,13,8,3,63,1,2,1,8,1,0
JC Ramirez,8302,142,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lucas Luetge,8337,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Burton,8346,367,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AJ Ramos,8350,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Cabrera,8352,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Anna,8353,13,23,26,1,1,0,1,3,3,2,0,6,0,1,0,0,0,0
Zach Jackson,8356,22,9,13,1,0,0,0,1,0,0,0,2,0,0,4,0,0,0
Jason Jaramillo,8358,119,336,366,56,19,0,4,23,38,27,3,59,1,1,1,19,2,0
David Purcey,8360,111,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Landon Powell,8361,123,363,406,51,14,0,10,42,45,40,0,97,0,2,1,9,1,0
Homer Bailey,8362,249,373,440,53,8,0,0,22,18,11,0,145,1,0,55,11,0,0
Eric Hurley,8364,5,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Troy Patton,8368,151,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mitch Atkins,8369,10,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jason Windsor,8373,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Bergesen,8375,102,9,12,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0
Steve Geltz,8402,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfredo Figaro,8404,52,15,15,3,0,0,0,1,2,0,0,7,0,0,0,0,0,0
Deolis Guerra,8410,136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Wilk,8421,13,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Erik Davis,8422,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Norberto,8432,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Price,8436,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Brady,8461,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenrry Mejia,8476,114,34,37,1,0,0,0,1,1,0,0,16,0,0,3,2,0,0
Robbie Weinhardt,8479,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddy Boshers,8490,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Lamb,8493,27,36,38,1,1,0,0,0,1,1,0,20,0,0,1,0,0,0
Danny Farquhar,8501,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Beliveau,8504,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Kohn,8505,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Wolfe,8515,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerad Head,8517,10,24,25,2,1,0,0,2,1,0,0,5,1,0,0,0,1,0
Jackson Williams,8524,14,24,30,3,1,0,1,2,4,6,0,5,0,0,0,1,1,0
Carlos Rosa,8529,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Wooten,8532,71,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tyler Cloyd,8536,27,32,39,2,1,0,0,3,1,5,0,9,0,0,2,1,0,0
Bill Bray,8538,258,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Alay Soler,8542,8,11,15,1,0,0,0,0,0,0,0,6,0,0,4,0,0,0
Chris Carpenter,8556,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgmer Escalona,8574,78,9,11,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0
Clay Zavada,8577,49,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Justin Miller,8580,173,4,5,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0
Philip Humber,8586,97,11,13,1,0,0,0,0,1,0,0,4,0,0,2,0,0,0
Steve Susdorf,8587,3,7,7,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
Alejandro Freire,8588,25,65,72,12,3,0,1,7,4,6,0,17,1,0,0,4,0,0
Jeff Niemann,8591,97,13,14,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0
Phil Dumatrait,8598,87,27,32,1,0,0,0,0,1,0,0,11,0,0,5,0,0,0
Dustin McGowan,8600,291,27,29,2,0,0,0,1,0,0,0,19,0,0,2,1,0,0
Brandon Medders,8604,210,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Tim Federowicz,8609,163,406,443,47,19,0,12,31,39,25,5,143,2,3,7,12,1,0
Dae-Sung Koo,8619,33,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Keiichi Yabu,8624,100,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Cord Phelps,8631,56,116,126,13,2,1,2,12,11,9,0,29,0,0,1,3,1,0
Bobby Jenks,8645,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Marte,8651,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Stokes,8653,173,3,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Paul Maholm,8678,273,478,537,46,4,0,2,20,18,24,0,252,0,0,35,9,0,0
Jorge Campillo,8686,52,45,51,7,1,0,0,4,2,1,0,16,0,0,5,0,0,0
Justin Verlander,8700,509,50,60,5,0,0,0,2,1,0,0,24,0,0,10,2,0,0
Scott Barnes,8718,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manny Acosta,8725,233,6,7,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
Donovan Hand,8728,32,12,15,1,0,0,0,0,0,0,0,3,1,0,2,1,0,0
Daniel Schlereth,8739,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack Segovia,8742,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Hacker,8743,9,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tanner Roark,8753,227,309,351,35,8,1,1,12,14,8,0,114,1,0,33,3,0,0
Wade Miley,8779,318,297,340,38,8,0,1,22,15,13,0,80,0,0,30,4,0,0
Andrew Cashner,8782,315,203,229,28,2,1,1,16,8,7,0,84,0,1,18,0,2,0
Norihiro Nakamura,8786,17,39,41,3,2,0,0,1,3,2,0,7,0,0,0,3,0,0
Cole Figueroa,8790,48,77,84,11,4,1,0,8,9,5,0,6,0,2,0,0,1,0
Matt Clark,8793,16,27,31,2,0,0,3,4,7,2,2,8,0,2,0,1,0,0
Elih Villanueva,8796,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ryan Perry,8799,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilking Rodriguez,8801,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zelous Wheeler,8822,29,57,62,9,0,0,2,6,5,2,0,12,1,1,1,1,0,0
Oliver Drake,8823,196,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Antonio Bastardo,8844,419,8,11,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0
Arcenio Leon,8846,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali Solis,8848,13,10,11,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0
Brandon Beachy,8851,49,85,101,9,1,0,0,5,5,5,0,47,0,0,11,0,0,0
Ryan Cook,8855,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Lavarnway,8879,165,447,486,58,30,0,9,37,50,32,1,120,3,3,1,15,0,0
Matt Reynolds,8887,221,5,7,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0
David Martinez,8893,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauricio Robles,8895,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aneury Rodriguez,8948,44,10,12,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0
Blake Hawksworth,8963,124,17,19,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0
Dusty Coleman,8979,31,71,76,8,3,0,4,6,9,2,0,36,2,1,0,1,1,0
Arquimedes Caminero,8992,149,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cesar Valdez,9013,69,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Lars Anderson,9018,30,48,56,7,1,0,0,7,4,7,0,14,0,1,0,1,0,0
Adam Warren,9029,323,6,7,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
Jeanmar Gomez,9033,315,19,20,3,0,0,0,0,0,0,0,11,0,0,1,0,0,0
J.J. Hoover,9037,290,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
John Axford,9059,544,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
James Darnell,9060,25,62,71,9,3,0,2,3,8,7,0,9,0,1,1,9,1,0
Jeremy Bleich,9069,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirby Yates,9073,361,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Putnam,9080,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Sowers,9083,72,4,7,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0
Cody Eppley,9095,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaye Chapman,9096,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Hand,9111,579,72,87,5,0,0,0,2,4,0,0,22,0,0,15,2,0,0
Allan Dykstra,9113,13,31,38,3,0,0,1,3,4,6,0,12,1,0,0,2,0,0
Gregory Infante,9119,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJ House,9121,29,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Charlie Leesman,9124,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommy Hanson,9129,123,187,225,11,0,0,0,5,5,5,0,92,0,1,32,1,0,0
Nathan Eovaldi,9132,266,153,174,12,0,0,0,9,2,7,0,97,0,0,14,0,0,0
Erik Hamren,9133,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean O'Sullivan,9137,71,33,36,2,2,0,0,3,0,1,0,17,0,0,2,0,0,0
Taylor Green,9147,78,140,154,16,10,0,3,10,15,10,0,30,2,2,0,4,0,0
Tim Melville,9149,13,10,12,2,0,0,0,0,2,0,0,5,0,0,2,0,0,0
Ryan Verdugo,9154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Brewer,9155,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lester Oliveros,9167,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casey Kelly,9174,27,18,24,2,0,0,0,0,0,0,0,8,0,0,6,1,0,0
Audry Perez,9176,3,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Kyle Lobstein,9178,37,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zach Clark,9189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vic Black,9195,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwar Cabrera,9211,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kenshin Kawakami,9225,52,65,80,6,1,0,0,2,1,6,0,22,0,0,9,1,0,0
Koji Uehara,9227,436,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Juan Diaz,9235,5,15,17,4,0,0,0,4,0,1,0,5,1,0,0,3,0,0
Alex Wilson,9239,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Castro,9243,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Carpenter,9244,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Lalli,9246,32,52,53,6,1,0,0,2,5,1,0,13,0,0,0,1,0,0
Chad Beck,9258,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Dennick,9261,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Herndon,9264,97,7,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Daniel Corcino,9266,7,4,6,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
Rob Scahill,9286,124,5,7,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0
Dylan Axelrod,9303,59,8,9,1,0,0,0,1,0,0,0,6,0,0,1,0,0,0
Buddy Baumann,9309,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Wheeler,9312,109,206,225,34,10,1,3,18,30,15,0,44,0,4,0,6,1,0
Mike Belfiore,9324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Hughes,9325,542,8,9,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0
Mark Hamilton,9334,47,61,66,9,3,0,0,5,4,5,0,21,0,0,0,1,0,0
Michael Crotta,9337,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Antonelli,9343,21,57,65,8,2,0,1,6,3,5,1,11,3,0,0,1,0,0
Brandon Morrow,9346,334,24,25,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0
Barret Browning,9356,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Sinkbeil,9364,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt McBride,9373,92,194,202,28,7,0,4,23,19,4,0,43,3,1,0,4,0,0
Ryan Reid,9385,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Tomlin,9388,289,28,31,7,1,0,0,2,1,1,0,12,0,0,2,0,0,0
John Holdzkom,9392,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Stange,9404,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiram Burgos,9412,6,8,10,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0
Kris Medlen,9417,177,129,154,13,4,0,1,9,8,11,0,60,1,1,12,0,1,0
Zac Rosscup,9419,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris McGuiness,9423,10,34,34,5,1,0,0,0,1,0,0,13,0,0,0,1,0,0
Doug Fister,9425,247,105,128,13,3,0,0,6,4,3,0,42,0,0,20,0,0,0
Dustin Garneau,9433,168,448,506,48,28,1,15,51,54,45,2,131,6,3,3,10,0,0
Dallas Keuchel,9434,282,77,89,7,1,0,0,2,3,3,0,51,0,1,8,0,0,0
Brandon Bantz,9442,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
John Raynor,9450,11,10,11,2,0,0,0,1,0,1,0,3,0,0,0,0,0,0
Ryan Buchter,9456,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Straily,9460,159,141,177,8,2,0,0,6,3,13,0,95,1,0,22,2,0,0
Thomas Neal,9461,15,38,41,6,1,0,0,3,2,1,0,10,2,0,0,1,0,0
Cole Kimball,9480,12,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
George Kontos,9486,350,7,10,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0
Phil Irwin,9489,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jeremy Jeffress,9490,414,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Bud Norris,9492,357,204,253,26,5,1,0,10,12,7,0,66,2,2,38,2,0,0
Jay Buente,9494,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kam Mickolio,9513,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Cardenas,9514,45,60,67,5,6,0,0,5,2,7,1,13,0,0,0,0,0,0
Jordan Smith,9515,54,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Drew Carpenter,9533,23,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P.J. Walters,9557,40,10,14,0,0,0,0,0,0,1,0,6,0,0,3,0,0,0
Austin Bibens-Dirkx,9559,37,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Mike McClendon,9587,35,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Steve Ames,9615,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yan Gomes,9627,1084,3665,3986,574,190,10,135,436,510,214,16,922,62,42,3,106,8,0
Brian Moran,9646,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Ortega,9651,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Blazek,9654,114,6,6,0,1,0,0,1,1,0,0,3,0,0,0,1,0,0
Cody Decker,9665,8,11,12,0,0,0,0,0,1,0,0,5,0,1,0,1,0,0
Vidal Nuno,9674,155,28,35,4,0,0,0,2,2,0,0,8,1,0,6,1,0,0
Mike Zagurski,9683,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Baisley,9684,14,43,47,10,1,0,0,1,5,4,0,7,0,0,0,2,0,0
Chris Dominguez,9718,22,40,41,3,1,1,2,3,5,1,1,16,0,0,0,2,0,0
Louis Coleman,9720,264,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Burke Badenhop,9736,418,33,39,2,1,0,0,1,2,1,0,19,0,0,5,0,0,0
Justin Bour,9744,559,1714,1950,268,71,2,92,206,303,218,26,447,6,12,0,54,3,0
David Hale,9756,118,44,50,3,0,0,0,2,1,0,0,20,0,1,5,0,0,0
Joe Kelly,9761,458,92,104,11,4,0,0,7,5,0,0,27,2,1,9,0,1,0
Blake Smith,9780,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Richards,9784,259,20,21,0,1,0,0,0,1,0,0,8,0,0,1,1,0,0
Steven Baron,9787,13,26,26,2,1,0,0,0,1,0,0,10,0,0,0,2,0,0
Rex Brothers,9794,374,6,7,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0
Miles Mikolas,9803,180,134,153,13,2,0,2,5,8,3,0,66,0,1,15,0,0,0
Murphy Smith,9812,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Romo,9817,821,7,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Brad Kilby,9823,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Fisher,9832,74,7,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Sean Halton,9853,42,101,111,16,4,0,4,9,17,5,0,31,3,1,1,2,0,0
Joey Devine,9862,93,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chaz Roe,9866,245,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Steve Garrison,9869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Anderson,9871,40,68,77,11,4,0,0,4,7,4,0,19,2,2,1,1,1,0
Michael Kirkman,9877,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Wood,9884,330,298,327,35,8,1,11,28,37,7,0,115,2,0,20,3,1,0
Lance Broadway,9885,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Olson,9889,104,6,9,1,0,0,0,1,1,0,0,2,0,1,2,1,0,0
Mike Broadway,9894,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chris Rusin,9895,192,122,131,21,0,2,1,9,9,0,0,26,0,0,9,0,0,0
Chris Volstad,9901,171,201,231,22,6,0,0,11,7,2,0,94,0,0,28,3,0,0
Pedro Villarreal,9904,44,9,9,1,1,0,0,0,2,0,0,4,0,0,0,0,0,0
Justin Thomas,9910,31,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kevin Slowey,9918,139,39,48,2,1,0,0,2,2,2,0,17,0,0,7,1,0,0
A.J. Morris,9919,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matt Maloney,9920,32,19,24,4,0,0,0,1,0,1,0,6,0,0,4,0,0,0
Bobby Parnell,9926,335,9,14,1,0,0,0,1,0,0,0,3,0,0,5,0,0,0
Brandon Kintzler,9939,483,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Todd Redmond,9943,67,5,7,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0
Mike Dunn,9948,555,5,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Rhyne Hughes,9955,14,47,51,8,2,0,0,3,4,4,0,19,0,0,0,0,0,0
Alex Hassan,9959,3,8,9,1,0,0,0,1,0,1,0,5,0,0,0,0,0,0
Dan Butler,9968,9,25,27,2,3,0,0,1,3,1,0,7,0,1,0,1,0,0
Tom Wilhelmsen,9975,344,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Taylor Thompson,10019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Minor,10021,296,217,242,17,6,0,2,13,10,9,0,100,0,0,16,2,0,0
Patrick Schuster,10029,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keyvius Sampson,10039,31,23,24,0,0,0,0,1,0,0,0,17,0,0,1,1,0,0
Ashur Tolliver,10044,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Dwyer,10045,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex White,10054,38,41,47,2,2,0,2,3,5,0,0,18,0,1,5,0,0,0
Tyler Matzek,10058,159,46,52,8,2,0,0,5,0,2,0,14,0,0,4,1,0,0
Max Stassi,10059,403,1137,1285,156,42,2,41,136,128,119,0,379,19,8,2,38,0,0
Brooks Raley,10061,219,13,14,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0
Johnny Hellweg,10065,8,10,11,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
Ian Krol,10066,243,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Telis,10067,122,252,267,46,8,3,1,25,24,7,1,34,6,1,1,6,0,0
Caleb Cotham,10075,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Thielbar,10078,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keith Butler,10080,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hisanori Takahashi,10091,168,16,20,1,0,0,0,0,0,0,0,3,0,0,4,0,0,0
Dane De La Rosa,10095,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Gibson,10123,300,48,53,7,0,0,1,6,2,2,0,20,0,0,3,0,0,0
Mike Leake,10130,338,485,549,68,18,1,6,46,32,16,0,196,2,0,46,11,0,0
Stephen Strasburg,10131,248,440,521,53,10,0,4,23,29,24,0,153,1,0,56,6,0,0
Brad Boxberger,10133,506,3,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Manny Barreda,10148,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Crow,10149,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donald Lutz,10154,62,109,113,17,5,0,1,7,9,4,1,33,0,0,0,0,2,0
Ryan Weber,10160,76,17,17,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
Jose Ramirez,10171,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Olmos,10174,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melvin Mercedes,10181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Turner,10185,102,77,91,4,2,1,0,1,0,2,0,38,0,0,12,2,0,0
Tyler Skaggs,10190,96,23,29,2,0,0,0,0,1,1,0,13,0,0,5,0,0,0
Shelby Miller,10197,204,204,253,10,10,1,1,16,7,12,0,109,2,1,34,3,0,0
Aaron Northcraft,10218,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryota Igarashi,10232,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aroldis Chapman,10233,728,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Bryan Morris,10234,231,7,7,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0
Ariel Pena,10240,7,7,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Andy Oliver,10257,7,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rafael Martin,10258,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar Beltre,10259,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexi Ogando,10261,284,6,6,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0
Justin Marks,10265,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner Scheppers,10267,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Smoker,10285,82,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Francisco Arcia,10286,41,103,106,10,5,0,6,10,23,1,0,27,2,0,0,4,1,0
Ryan Tepera,10291,373,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chad Bell,10297,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Heston,10302,41,52,59,8,2,0,0,1,3,0,0,19,0,0,7,1,0,0
Jarred Cosart,10304,75,58,66,7,0,0,0,2,1,0,0,22,0,0,8,1,0,0
Roman Mendez,10307,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack Wheeler,10310,232,288,323,34,9,0,1,13,18,5,0,128,2,1,27,2,0,0
Erasmo Ramirez,10314,314,14,15,2,0,0,0,0,1,0,0,7,0,0,1,0,0,0
Michael Tonkin,10315,186,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Danny Ortiz,10317,9,12,13,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Chad Jenkins,10326,46,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Giovanni Soto,10330,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Christiani,10332,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin Escobar,10337,27,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gift Ngoepe,10340,41,72,82,10,2,1,0,12,6,9,0,38,0,0,1,0,0,0
Juan Minaya,10341,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Loup,10343,591,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Ryan Murphy,10346,284,680,737,95,32,1,18,69,61,43,1,221,2,5,7,10,0,0
Mike Ohlman,10347,7,13,13,3,0,0,0,1,1,0,0,3,0,0,0,0,0,0
Robbie Erlin,10354,118,72,81,8,0,0,0,1,2,3,0,26,0,0,6,1,0,0
Carlos Contreras,10386,39,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
